album_id,title,release_date,album_type
ALB239877,My Vinyl Weighs a Ton,1999-01-01,album
ALB391317,Jackson-SHIVA,2025-03-19,single
ALB264001,"EVERYDAY (feat. Shiva, ANNA, Geolier)",2023-10-13,single
ALB162844,Spirito,2017-05-04,single
ALB755742,LUCIFERO,2024-09-13,single
ALB546632,432 Blessing Time,2016-08-02,album
ALB749555,ORION,2019-04-19,album
ALB153665,Giuramenti,2022-05-06,album
ALB469274,In Piazza,2020-06-17,single
ALB500203,Luce in strada,2017-05-05,single
ALB320321,Gangsta Grillz: Mvrda Gvng,2023-05-19,album
ALB950357,Maha Shivaratri 2021: Sai Young Adults Open,2021-03-11,album
ALB671761,Pull Up,2024-09-11,single
ALB650379,Balances & Options,2000-01-01,album
ALB442211,Soundboy,2011-09-20,album
ALB932247,Eterno (En Vivo),2025-02-01,album
ALB306730,Galassie,2024-05-17,single
ALB328534,Rap de Shiva,2021-06-13,single
ALB189667,Penna Capitale,2006-03-15,album
ALB578964,Ogni maledetto giorno (Deluxe Edition),2017-09-01,album
ALB702449,Mafia Slime 2,2025-01-17,album
ALB754539,Tetsuo & Youth,2015-01-20,album
ALB904970,Creature 3D,2014-08-16,compilation
ALB747499,Fade Away,2014-08-30,single
ALB931753,Northside Dep,2022-07-12,album
ALB723234,Prima di partire,2003-05-23,album
ALB500473,"Anno Fantastico (feat. Shiva, Tony Boy)",2025-03-21,single
ALB606219,PALABREO DEL FUTURO,2024-08-23,album
ALB339717,Suit Kale Me,2019-07-25,album
ALB478795,Guai,2019-03-28,single
ALB925713,Nessuno,1998-05-07,album
ALB933808,Seven,2018-02-19,single
ALB702445,Unpodi (Remix),2016-04-27,single
ALB416665,Banditi,2018-03-14,single
ALB407931,Mozart Nella Giungla,2016-02-17,album
ALB845380,La dolce vita,2014-05-30,album
ALB785540,Il Ragazzo D'Oro,2011-01-01,album
ALB550809,Funambola,2007-01-01,album
ALB237449,Nato nell'acqua,2012-02-17,album
ALB215032,SIRIO,2022-04-07,album
ALB433747,Zoe,2016-11-21,single
ALB912659,Il cacciatore di draghi,2013-09-10,single
ALB327689,OBE,2021-06-17,album
ALB875775,70 x 70,2010-01-01,compilation
ALB925121,Nevada,2020-02-28,album
ALB883083,Diamanti,2017-06-07,single
ALB845149,Napoli,2018-06-02,single
ALB751825,SERENATA,2025-05-30,single
ALB571112,Piccola tigre,2018-08-03,single
ALB330891,Segnali di fumo,2017-05-03,album
ALB768719,Miami,2017-12-15,single
ALB913875,Titoli di coda:,2022-11-11,single
ALB800718,ASPETTANDO LA BELLA VITA,2023-07-20,album
ALB971328,Bottiglie Vuote (feat. Max Pezzali),2025-04-11,single
ALB816767,Il piccolo principe,2012-09-01,album
ALB985502,Vado al mare,2024-02-14,single
ALB286346,Xmatteo,2025-03-28,single
ALB662485,Quando la canzone finisce spara!,2018-11-05,single
ALB818625,Porno,2019-03-27,single
ALB953047,BLACK,2024-11-15,single
ALB395672,CANADA,2025-04-15,single
ALB958526,Metamorfosi,2021-03-05,album
ALB329472,IO NON HO PAURA,2023-05-04,album
ALB582602,Nostalgia istantanea,2012-06-12,album
ALB499961,Sfera Ebbasta,2016-09-09,album
ALB785229,Algebra,2018-12-30,single
ALB455709,a me mi piace (feat. Manu Chao),2025-05-09,single
ALB658574,Giovani per sempre,2019-02-08,album
ALB205168,Freddo,2018-02-09,single
ALB256541,ALICE,2023-11-24,single
ALB608792,Patlamaya Devam,2020-10-02,single
ALB350725,CRIMI,2022-05-17,album
ALB902819,SANTANA MONEY GANG,2025-04-10,album
ALB765909,"Crookers mixtape: Quello dopo, quello prima",2018-02-23,album
ALB381979,MILLENNIUM BUG,2020-06-11,album
ALB147432,Lethal Injection,1993-12-07,album
ALB334073,Legend,2021-12-21,album
ALB450991,TUTTA VITA,2024-10-25,album
ALB476823,Cresciuto Tra i Lupi,2021-05-18,single
ALB711982,Piegature,2019-06-27,single
ALB247594,Love Sex American Express,2018-06-02,single
ALB344092,TOCCA IL CIELO,2025-04-03,album
ALB662202,Eden1,2018-09-21,single
ALB951282,Belli E Dannati,2018-01-22,single
ALB181485,Larepubblica,2020-11-10,single
ALB117629,Rimsky-Korsakov: Scheherezade,1999-02-01,album
ALB413409,Players Club '25,2025-04-15,single
ALB392942,KG,2025-05-29,album
ALB605935,Veleno 8,2019-09-27,single
ALB133785,Da Qui in Poi Ci Sono I Draghi,2023-04-21,single
ALB301044,Nelle teste degli altri,2023-03-30,album
ALB565092,Maschio,2025-05-08,single
ALB376547,Going Hard 2,2021-09-02,album
ALB356854,Tutti i Nomi del Diavolo,2024-11-01,album
ALB517390,La Canzone Di Arianna,2019-12-08,single
ALB945570,Mercurio,2013-10-22,album
ALB931949,Il mio lato peggiore,2025-05-16,album
ALB552346,No Rmx,2021-06-19,single
ALB135078,A LORENZZA,2024-11-13,album
ALB243007,Volevo essere un duro,2025-03-20,album
ALB490424,Poesie per gli zarri,2020-04-10,single
ALB166320,Fou,2016-12-16,single
ALB652676,Hsl,2004-06-10,album
ALB188618,Rent förbannat,2012-10-01,album
ALB328543,Mafia Slime 2,2025-01-17,album
ALB858707,Pesadilla Antes De Navidad (Banda Sonora Original),1993-01-01,compilation
ALB310701,Maradona,2013-05-03,single
ALB269377,Playlist,2018-11-09,album
ALB843237,DIO LO SA - ATTO II,2024-11-22,album
ALB953603,LiL Ape with Friend's Mix Tape,2023-11-04,album
ALB570705,Atlantide,2024-11-01,single
ALB800530,The North Atlantic Jazz Connection,2012-07-20,album
ALB981106,È FINITA LA PACE,2024-12-13,album
ALB388727,1995,2024-06-21,single
ALB411247,Estaba Escrito,2010-04-06,album
ALB882271,Morandi,2025-01-31,single
ALB353104,Nisida,2016-09-13,single
ALB634085,No More Baby,2023-01-13,single
ALB861917,Oceania (Colonna Sonora Originale),2016-12-16,compilation
ALB778508,Sub Zero,2018-02-28,single
ALB643811,Tropicana,2018-12-02,single
ALB906425,12 Lunas,2025-06-01,album
ALB642891,RAP ITALIANO 2010-2020 HITS Vol.1,2022-10-11,compilation
ALB525610,TAXI DRIVER,2021-11-30,album
ALB206394,Skonnessi Unplugged 1977-2006,2007-03-13,compilation
ALB363659,Regardez moi,2017-11-24,album
ALB940061,Mowgli,2018-03-02,album
ALB732178,Moment Of Truth,1998-03-31,album
ALB290106,L'albero delle noci,2025-02-12,single
ALB722283,Gratta & Vinci,2016-07-13,single
ALB101585,Jump,2024-03-29,single
ALB820244,Altri Angeli,2024-04-19,single
ALB233441,BIANCA (feat. Kid Yugi),2025-01-24,single
ALB219722,Romanzo Twitter,2019-12-15,single
ALB771435,Volo,2019-02-27,single
ALB433280,METALLO E CARNE,2025-05-02,album
ALB640482,"Anno Fantastico (feat. Shiva, Tony Boy)",2025-03-21,single
ALB221344,SWAGTATO,2024-09-20,single
ALB562095,El carnevaal de Schignan (De Best version),2024-10-16,single
ALB609547,Ladro di Te,2023-09-15,single
ALB293839,Nostalgia della luce,2017-10-09,single
ALB113754,Poverty's Paradise (25th Anniversary - Remastered),1995-01-01,album
ALB201622,AstroBoy,2023-07-28,single
ALB964882,Zebneda,2023-10-27,single
ALB775404,Classe 73,2003-01-01,album
ALB513951,Panda,2024-01-19,single
ALB993396,Sex & Aliens,2022-12-21,album
ALB512385,ASTRO,2024-10-04,album
ALB993839,DJ Fede presenta: Torino Roma andata e ritorno,2017-05-05,album
ALB329599,Dream for sunset,2024-12-01,album
ALB410372,Allenamento #2,2017-03-13,single
ALB276907,Roby Esce A Maggio,2024-01-12,single
ALB437567,'Más allá de la Luna' (música de la película de Netflix),2020-10-23,compilation
ALB847436,Body (Remix) [feat. Capo Plaza & Rondodasosa],2021-05-04,single
ALB662951,Madneda,2018-10-12,single
ALB561886,Tekila,2019-04-27,single
ALB823026,Dentro Alla Scatola (Mondo Marcio Vs Finley),2006-01-01,single
ALB317307,Mondo Marcio (2022 Remastered),2004-05-01,album
ALB771440,La Freschezza Del Marcio,2016-03-11,album
ALB441104,Solo Un Uomo,2006-01-01,album
ALB362957,Generazione X,2007-01-01,album
ALB145056,UOMO!,2019-03-08,album
ALB863079,Cose dell'altro Mondo Marcio (Special Edition),2013-06-25,album
ALB749023,Fuori di qua! (Stories) [2022 Remastered],2004-11-01,album
ALB417702,My Beautiful Bloody Break Up - Full Circle,2021-04-09,album
ALB403945,Cose dell'Altro Mondo,2012-10-02,album
ALB381018,Adderall Pack,2020-05-22,single
ALB604617,Nella Bocca Della Tigre,2014-01-01,album
ALB220586,TUTTA VITA,2024-10-25,album
ALB949198,Animale in gabbia,2010-01-29,album
ALB212806,In cosa credi,2008-07-11,album
ALB629684,Magico (RMX),2023-10-31,single
ALB275424,OH GOD,2019-11-22,single
ALB467206,CREDO,2025-04-25,album
ALB705347,What Do You Think About the Car?,2017-04-13,album
ALB567134,Città del Fumo PT.2 (feat. Vale Pain),2024-10-18,single
ALB260055,Che Aria Tira (Album),2013-03-26,album
ALB108360,MI Fist (2004 Remaster),2003-01-03,album
ALB252638,Magico,2022-10-07,album
ALB229778,Kerosene (feat. Tokyo),2024-11-29,single
ALB355346,Fuori di qua! (2022 Remastered),2004-11-01,album
ALB507464,Vieni a prenderci,2013-11-12,single
ALB448308,Parole,2004-01-01,album
ALB528867,Going Hard 2,2021-09-02,album
ALB882702,Milano Angels,2024-09-06,album
ALB123709,Il mondo nuovo,2005-01-01,album
ALB799939,"Detto, Fatto.",2012-11-30,album
ALB246737,Gotham,2015-07-14,single
ALB463447,VETRI NERI,2023-05-19,single
ALB788819,"Latin Passion 1: Cumbias, Merengues y Paseitos",2014-10-28,compilation
ALB648076,Marracash - 10 Anni Dopo (Inediti e Rarità),2018-06-22,album
ALB486544,Musica da Serial Killer,2011-01-25,album
ALB394248,È FINITA LA PACE,2024-12-13,album
ALB275498,"Machete Mixtape, Vol. 3",2014-09-23,compilation
ALB475635,NUOVO MEDIOEGO,2021-11-12,album
ALB539966,"Street Collection, Vol. 2 (2008 Remastered)",2019-10-25,compilation
ALB745778,Hip Hop Street Party Vol. 2,2009-01-01,compilation
ALB148118,Orange County California,2017-01-13,album
ALB682741,Bella Lucio,2015-09-25,compilation
ALB266807,"Street Collection, Vol. 1 (2019 Remastered)",2019-09-27,compilation
ALB649079,SANTANA MONEY GANG,2025-04-10,album
ALB364182,My Time,2024-02-16,single
ALB244776,DJ Fede Presenta Tutti Dentro... Di Nuovo,2013-05-28,album
ALB873900,3OK,2024-08-16,album
ALB815709,Chimera,2024-02-16,single
ALB927657,Pronta Consegna,2024-07-12,single
ALB260552,RANCH,2025-05-09,album
ALB790656,Thank Bax it's Friday,2017-10-06,single
ALB445662,Il nirvana,2014-09-23,album
ALB227607,L'Ultimo Testimone,2004-01-01,album
ALB623184,GIFTED,2023-11-10,album
ALB661880,Verso Libertalia,2021-05-28,album
ALB967242,Il mio lato peggiore,2025-05-16,album
ALB779075,Cieli Paralleli,2022-05-20,single
ALB480632,Leviatano,2025-01-10,single
ALB232665,Going Hard 3,2024-12-06,album
ALB425466,MURAGLIA,2021-02-07,album
ALB398739,Uebe,2019-09-13,album
ALB642780,Clownstrofobia,2016-01-15,album
ALB512296,Hanglover,2017-09-15,album
ALB694314,Lettera al Successo,2014-06-10,album
ALB566387,BoyFred,2015-10-02,album
ALB652903,PLC tape 1,2022-04-22,single
ALB594859,SEXY RAVE (feat. Baby Gang),2025-04-11,single
ALB413159,Unico,2021-07-02,album
ALB244406,MMH (feat. Rose Villain),2024-10-18,single
ALB392160,Cd Dos Meninos,2019-05-21,album
ALB863211,BARRIO LAMBADA,2025-05-23,single
ALB201081,IL CIELO NON CI VUOLE,2024-02-07,single
ALB633735,Extasi,2022-06-17,single
ALB933082,NOTTE CATTIVA,2024-06-07,single
ALB841306,ROMANCE,2022-04-01,single
ALB803464,PASSIONE,2024-07-19,single
ALB265636,MELODIA CRIMINAL,2023-07-07,single
ALB662150,F.D.P.,2012-10-17,album
ALB753486,Adrenalina,2023-03-31,single
ALB630403,Tik Tok trends 2024,2024-08-03,compilation
ALB197030,Maliciosa (From the Netflix Rap Show “Nuova Scena”),2024-02-27,single
ALB827434,DI CAPRIO (feat. Niky Savage),2024-09-13,single
ALB618541,Sig. Brainwash - L'arte di accontentare,2013-03-05,album
ALB886849,Il mio lato peggiore,2025-05-16,album
ALB769609,SEXY SHOP,2024-05-31,single
ALB607584,Che cazzo ridi (feat. Tedua & Trippie Redd),2019-01-04,single
ALB792340,Paranoia Airlines,2019-01-25,album
ALB437905,DISUMANO,2021-11-26,album
ALB135059,The Globe,2022-11-03,album
ALB691734,ALLUCINAZIONE COLLETTIVA,2024-09-21,single
ALB269413,MILLE – feat. Orietta Berti,2021-06-11,single
ALB110952,PROBLEMI CON TUTTI (GIUDA),2020-05-15,single
ALB603271,BATTITO,2025-02-12,single
ALB309083,BIMBI PER STRADA (CHILDREN),2020-06-11,single
ALB563808,LA DOLCE VITA,2022-06-03,single
ALB793639,Penisola che non c'è,2013-06-18,album
ALB536810,MEGLIO DEL CINEMA,2021-09-24,single
ALB243651,Pop-hoolista,2014-10-14,album
ALB193642,Pop-Hoolista Cosodipinto Edition,2015-10-09,album
ALB611173,Vivere Aiuta A Non Morire,2013-01-01,album
ALB587316,BELLA STRONZA,2025-02-15,single
ALB753057,DISCO PARADISE,2023-05-25,single
ALB951850,Before I Forget,2012-10-26,album
ALB873186,Diecimila lire,2016-03-15,album
ALB126219,Il mio primo disco da venduto,2013-06-18,album
ALB500770,VIOLA – with Salmo,2022-10-14,single
ALB870951,SCELTE STUPIDE,2025-05-02,single
ALB181668,Copia Copia Copia,2024-12-13,single
ALB723894,ROSALÍA,2024-05-29,single
ALB939402,CRISI DI STATO,2022-12-09,single
ALB112372,Comunisti col Rolex,2017-01-20,album
ALB766474,Il diavolo non esiste,2014-03-07,single
ALB128677,CAZZOMINOMINI,2023-07-06,single
ALB247396,"Watch Me (Whip, Nae Nae, Yeet) - Single",2015-03-06,single
ALB156918,Justin (Deluxe Version),2016-04-15,album
ALB961796,Sig. Brainwash - L'arte di accontentare Diamond Edition,2013-11-25,album
ALB275480,Comunisti col Rolex (Multiplatinum Edition),2017-11-24,album
ALB529626,Piangere a 90,2025-05-08,single
ALB911645,Keta Music - Volume 2,2015-06-18,album
ALB346288,Non cantiamo mika,2015-06-01,album
ALB482234,Squallor,2015-04-07,album
ALB841468,Carte Blanche,2019-07-25,album
ALB622966,Cattive Compagnie,2019-12-24,album
ALB693505,Lucio Dalla,1979-01-01,album
ALB231044,IO NON HO PAURA,2023-05-04,album
ALB112826,Sottosegretari alla presidenza della Repubblica del True Metal,2018-05-21,single
ALB622390,Walkin' Bank Roll,2007-10-30,album
ALB741564,Ho Fatto Tardi,2020-07-03,album
ALB250038,Ordinary,2025-02-07,single
ALB660038,The Real,2021-05-25,album
ALB466541,Show Me Love,2025-02-07,single
ALB872319,Vangelo II Luka,2021-01-14,album
ALB512489,HO LA HIT (feat. Massimo Pericolo),2022-04-07,single
ALB468199,Hot Fuss,2004-01-01,album
ALB865423,"Sogna, Ragazzo, Sogna",2024-03-06,single
ALB210713,SANTANA MONEY GANG,2025-04-10,album
ALB361102,LA BELLAVITA,2025-03-28,album
ALB624993,Caos,2022-03-18,album
ALB649440,Punk,2018-11-30,album
ALB324472,I Nomi del Diavolo,2024-03-01,album
ALB442083,Esse Erre (SR),2021-06-10,single
ALB288492,Sfera Ebbasta,2016-09-09,album
ALB496659,SIRIO,2022-04-07,album
ALB706185,Persona,2019-10-31,album
ALB342728,"NOI, LORO, GLI ALTRI",2021-11-19,album
ALB667084,Santeria,2016-06-24,album
ALB100713,Status,2015-02-10,album
ALB805518,È FINITA LA PACE,2024-12-13,album
ALB811888,Santeria (Voodoo Edition),2016-12-02,album
ALB302645,"Status (Inediti, Rarità & Live)",2016-01-22,album
ALB920529,"Red Bull 64 Bars, The Album",2021-05-27,compilation
ALB288289,King Del Rap,2011-01-01,album
ALB600839,Marracash - 10 Anni Dopo (Inediti e Rarità),2018-06-22,album
ALB133298,Roccia Music 2,2011-10-01,album
ALB490193,Marracash,2008-01-01,album
ALB412275,Fino A Qui Tutto Bene,2010-01-01,album
ALB246306,"NOI, LORO, GLI ALTRI (Deluxe)",2022-12-09,album
ALB826897,64 BARRE IN FACCIA (Red Bull 64 Bars),2024-09-05,single
ALB110628,LA BANALITÀ DEL MALE (End credit song “Qui non è Hollywood”),2024-11-06,single
ALB460927,SANTANA MONEY GANG,2025-04-10,album
ALB953295,La Tipa Del Tipo,2013-01-01,single
ALB396952,Hagakure,2008-08-18,compilation
ALB358000,Monument,2018-12-07,album
ALB867377,L'Angelo del Male,2024-04-26,album
ALB382127,Fastlife 4,2021-04-08,album
ALB503262,Achille Idol Immortale,2014-12-17,album
ALB937776,"Machete Mixtape, Vol. 3",2014-09-23,compilation
ALB248347,Che Ne Sanno I 2000 (feat. Danti),2016-07-01,single
